Index,CorrectRate,Score,ln,
46426,0.512,0.024,1.666806483,1.636166626
46453,0.512,0.024,1.656488082,1.666806483
46481,0.512,0.024,1.656488082,1.646275512
46601,0.512,0.024,1.677232933,1.656488082
46615,0.512,0.024,1.656488082,1.677232933
46617,0.512,0.024,1.656488082,1.646275512
46784,0.512,0.024,1.656488082,1.656488082
46863,0.512,0.024,1.646275512,1.656488082
46879,0.512,0.024,1.646275512,1.636166626
46926,0.512,0.024,1.677232933,1.666806483
46953,0.512,0.024,1.656488082,1.666806483
47007,0.512,0.024,1.646275512,1.636166626
47041,0.512,0.024,1.646275512,1.677232933
47105,0.512,0.024,1.646275512,1.656488082
47173,0.512,0.024,1.656488082,1.666806483
47551,0.512,0.024,1.636166626,1.646275512
47649,0.512,0.024,1.656488082,1.666806483
47711,0.512,0.024,1.656488082,1.666806483
47831,0.512,0.024,1.677232933,1.646275512
47993,0.512,0.024,1.646275512,1.666806483
48065,0.512,0.024,1.666806483,1.677232933
48086,0.512,0.024,1.677232933,1.666806483
48166,0.512,0.024,1.666806483,1.677232933
48167,0.512,0.024,1.636166626,1.656488082
48174,0.512,0.024,1.656488082,1.656488082
48308,0.512,0.024,1.677232933,1.646275512
48358,0.512,0.024,1.656488082,1.677232933
48428,0.512,0.024,1.677232933,1.677232933
48514,0.512,0.024,1.677232933,1.656488082
48583,0.512,0.024,1.646275512,1.677232933
48591,0.512,0.024,1.646275512,1.636166626
48959,0.512,0.024,1.677232933,1.677232933
48977,0.512,0.024,1.646275512,1.677232933
49063,0.512,0.024,1.646275512,1.636166626
49182,0.512,0.024,1.677232933,1.656488082
49221,0.512,0.024,1.666806483,1.666806483
49241,0.512,0.024,1.656488082,1.677232933
49272,0.512,0.024,1.666806483,1.677232933
49426,0.512,0.024,1.636166626,1.666806483
49455,0.512,0.024,1.656488082,1.666806483
49483,0.512,0.024,1.656488082,1.677232933
49490,0.512,0.024,1.677232933,1.656488082
49502,0.512,0.024,1.646275512,1.677232933
49640,0.512,0.024,1.636166626,1.656488082
49678,0.512,0.024,1.646275512,1.646275512
49679,0.512,0.024,1.666806483,1.677232933
49730,0.512,0.024,1.666806483,1.636166626
49740,0.512,0.024,1.646275512,1.646275512
49746,0.512,0.024,1.677232933,1.636166626
49761,0.512,0.024,1.666806483,1.677232933
49772,0.512,0.024,1.636166626,1.646275512
49775,0.512,0.024,1.636166626,1.656488082
49778,0.512,0.024,1.677232933,1.666806483
49868,0.512,0.024,1.677232933,1.636166626
23,0.514,0.028,1.660370024,1.650157454
96,0.514,0.028,1.660370024,1.640048567
161,0.514,0.028,1.660370024,1.670688425
308,0.514,0.028,1.681114875,1.650157454
341,0.514,0.028,1.660370024,1.681114875
659,0.514,0.028,1.681114875,1.660370024
811,0.514,0.028,1.650157454,1.660370024
920,0.514,0.028,1.640048567,1.660370024
926,0.514,0.028,1.650157454,1.640048567
949,0.514,0.028,1.670688425,1.650157454
1210,0.514,0.028,1.640048567,1.660370024
1229,0.514,0.028,1.650157454,1.640048567
1406,0.514,0.028,1.670688425,1.650157454
1433,0.514,0.028,1.681114875,1.640048567
1564,0.514,0.028,1.650157454,1.660370024
1583,0.514,0.028,1.681114875,1.670688425
1631,0.514,0.028,1.640048567,1.681114875
1648,0.514,0.028,1.670688425,1.670688425
1725,0.514,0.028,1.670688425,1.650157454
1770,0.514,0.028,1.640048567,1.681114875
1799,0.514,0.028,1.650157454,1.640048567
1805,0.514,0.028,1.650157454,1.670688425
1820,0.514,0.028,1.650157454,1.660370024
1937,0.514,0.028,1.640048567,1.640048567
1948,0.514,0.028,1.660370024,1.640048567
1973,0.514,0.028,1.640048567,1.650157454
2005,0.514,0.028,1.650157454,1.640048567
2089,0.514,0.028,1.650157454,1.670688425
2238,0.514,0.028,1.670688425,1.681114875
2241,0.514,0.028,1.650157454,1.660370024
2263,0.514,0.028,1.670688425,1.660370024
2270,0.514,0.028,1.670688425,1.640048567
2288,0.514,0.028,1.670688425,1.670688425
2307,0.514,0.028,1.640048567,1.640048567
2466,0.514,0.028,1.650157454,1.670688425
2595,0.514,0.028,1.670688425,1.670688425
2805,0.514,0.028,1.681114875,1.650157454
2902,0.514,0.028,1.660370024,1.660370024
2978,0.514,0.028,1.660370024,1.650157454
2999,0.514,0.028,1.640048567,1.681114875
3057,0.514,0.028,1.670688425,1.670688425
3076,0.514,0.028,1.670688425,1.650157454
3079,0.514,0.028,1.640048567,1.681114875
3159,0.514,0.028,1.640048567,1.640048567
3256,0.514,0.028,1.660370024,1.670688425
3482,0.514,0.028,1.681114875,1.650157454
3497,0.514,0.028,1.681114875,1.681114875
3505,0.514,0.028,1.681114875,1.670688425
3611,0.514,0.028,1.660370024,1.681114875
3657,0.514,0.028,1.660370024,1.681114875
3666,0.514,0.028,1.681114875,1.640048567
4040,0.514,0.028,1.640048567,1.670688425
4076,0.514,0.028,1.681114875,1.640048567
4191,0.514,0.028,1.650157454,1.640048567
4202,0.514,0.028,1.681114875,1.650157454
4348,0.514,0.028,1.660370024,1.660370024
4415,0.514,0.028,1.681114875,1.650157454
4511,0.514,0.028,1.640048567,1.681114875
4650,0.514,0.028,1.670688425,1.640048567
4669,0.514,0.028,1.670688425,1.640048567
5032,0.514,0.028,1.640048567,1.660370024
5069,0.514,0.028,1.640048567,1.670688425
5133,0.514,0.028,1.670688425,1.640048567
5192,0.514,0.028,1.640048567,1.650157454
5367,0.514,0.028,1.660370024,1.681114875
5399,0.514,0.028,1.660370024,1.681114875
5552,0.514,0.028,1.650157454,1.681114875
5626,0.514,0.028,1.670688425,1.660370024
5667,0.514,0.028,1.650157454,1.660370024
5756,0.514,0.028,1.650157454,1.681114875
5929,0.514,0.028,1.660370024,1.650157454
6086,0.514,0.028,1.681114875,1.670688425
6150,0.514,0.028,1.650157454,1.670688425
6153,0.514,0.028,1.681114875,1.670688425
6304,0.514,0.028,1.640048567,1.650157454
6310,0.514,0.028,1.660370024,1.640048567
6345,0.514,0.028,1.660370024,1.670688425
6379,0.514,0.028,1.670688425,1.650157454
6395,0.514,0.028,1.640048567,1.640048567
6440,0.514,0.028,1.650157454,1.650157454
6503,0.514,0.028,1.681114875,1.660370024
6504,0.514,0.028,1.681114875,1.681114875
6574,0.514,0.028,1.681114875,1.660370024
6653,0.514,0.028,1.681114875,1.640048567
6906,0.514,0.028,1.681114875,1.670688425
6953,0.514,0.028,1.650157454,1.650157454
7072,0.514,0.028,1.660370024,1.640048567
7101,0.514,0.028,1.640048567,1.640048567
7136,0.514,0.028,1.660370024,1.640048567
7155,0.514,0.028,1.681114875,1.640048567
7204,0.514,0.028,1.681114875,1.650157454
7254,0.514,0.028,1.650157454,1.681114875
7327,0.514,0.028,1.660370024,1.660370024
7417,0.514,0.028,1.681114875,1.650157454
7447,0.514,0.028,1.681114875,1.670688425
7491,0.514,0.028,1.660370024,1.660370024
7498,0.514,0.028,1.670688425,1.650157454
7529,0.514,0.028,1.660370024,1.670688425
7617,0.514,0.028,1.640048567,1.640048567
7825,0.514,0.028,1.650157454,1.650157454
7889,0.514,0.028,1.650157454,1.681114875
7980,0.514,0.028,1.681114875,1.660370024
8045,0.514,0.028,1.650157454,1.650157454
8059,0.514,0.028,1.670688425,1.640048567
8090,0.514,0.028,1.650157454,1.660370024
8203,0.514,0.028,1.660370024,1.640048567
8252,0.514,0.028,1.650157454,1.650157454
8384,0.514,0.028,1.640048567,1.650157454
8595,0.514,0.028,1.681114875,1.681114875
8692,0.514,0.028,1.670688425,1.640048567
8696,0.514,0.028,1.660370024,1.650157454
8835,0.514,0.028,1.650157454,1.650157454
8840,0.514,0.028,1.681114875,1.681114875
8876,0.514,0.028,1.670688425,1.681114875
8890,0.514,0.028,1.660370024,1.650157454
8919,0.514,0.028,1.670688425,1.650157454
9171,0.514,0.028,1.640048567,1.640048567
9226,0.514,0.028,1.640048567,1.670688425
9262,0.514,0.028,1.670688425,1.670688425
9282,0.514,0.028,1.650157454,1.670688425
9336,0.514,0.028,1.660370024,1.650157454
9467,0.514,0.028,1.650157454,1.650157454
9487,0.514,0.028,1.650157454,1.640048567
9503,0.514,0.028,1.670688425,1.670688425
9617,0.514,0.028,1.670688425,1.670688425
9619,0.514,0.028,1.660370024,1.650157454
9683,0.514,0.028,1.640048567,1.681114875
10070,0.514,0.028,1.660370024,1.650157454
10236,0.514,0.028,1.670688425,1.660370024
10251,0.514,0.028,1.640048567,1.650157454
10302,0.514,0.028,1.660370024,1.681114875
10320,0.514,0.028,1.681114875,1.670688425
10347,0.514,0.028,1.660370024,1.681114875
10456,0.514,0.028,1.670688425,1.650157454
10509,0.514,0.028,1.640048567,1.670688425
10713,0.514,0.028,1.681114875,1.650157454
10738,0.514,0.028,1.660370024,1.660370024
10910,0.514,0.028,1.681114875,1.681114875
10939,0.514,0.028,1.670688425,1.640048567
11010,0.514,0.028,1.670688425,1.660370024
11207,0.514,0.028,1.670688425,1.650157454
11323,0.514,0.028,1.681114875,1.650157454
11373,0.514,0.028,1.670688425,1.660370024
11417,0.514,0.028,1.660370024,1.660370024
11445,0.514,0.028,1.640048567,1.660370024
11475,0.514,0.028,1.670688425,1.670688425
11524,0.514,0.028,1.681114875,1.650157454
11590,0.514,0.028,1.640048567,1.681114875
11656,0.514,0.028,1.640048567,1.650157454
11767,0.514,0.028,1.650157454,1.660370024
11848,0.514,0.028,1.650157454,1.650157454
12066,0.514,0.028,1.640048567,1.640048567
12117,0.514,0.028,1.670688425,1.640048567
12151,0.514,0.028,1.650157454,1.660370024
12180,0.514,0.028,1.660370024,1.660370024
12225,0.514,0.028,1.660370024,1.650157454
12500,0.514,0.028,1.660370024,1.660370024
12700,0.514,0.028,1.670688425,1.681114875
12780,0.514,0.028,1.681114875,1.660370024
12781,0.514,0.028,1.650157454,1.650157454
12788,0.514,0.028,1.640048567,1.670688425
12841,0.514,0.028,1.640048567,1.660370024
12956,0.514,0.028,1.660370024,1.660370024
12992,0.514,0.028,1.660370024,1.650157454
13001,0.514,0.028,1.681114875,1.670688425
13135,0.514,0.028,1.640048567,1.650157454
13181,0.514,0.028,1.670688425,1.640048567
13252,0.514,0.028,1.650157454,1.640048567
13345,0.514,0.028,1.640048567,1.640048567
13502,0.514,0.028,1.670688425,1.650157454
13605,0.514,0.028,1.670688425,1.660370024
13723,0.514,0.028,1.681114875,1.650157454
13729,0.514,0.028,1.681114875,1.650157454
13772,0.514,0.028,1.670688425,1.640048567
13853,0.514,0.028,1.670688425,1.660370024
13892,0.514,0.028,1.640048567,1.660370024
13893,0.514,0.028,1.640048567,1.660370024
13964,0.514,0.028,1.640048567,1.640048567
14069,0.514,0.028,1.660370024,1.681114875
14128,0.514,0.028,1.650157454,1.681114875
14320,0.514,0.028,1.670688425,1.640048567
14325,0.514,0.028,1.660370024,1.670688425
14342,0.514,0.028,1.670688425,1.660370024
14366,0.514,0.028,1.650157454,1.640048567
14372,0.514,0.028,1.681114875,1.670688425
14407,0.514,0.028,1.650157454,1.650157454
14428,0.514,0.028,1.681114875,1.681114875
14445,0.514,0.028,1.640048567,1.650157454
14549,0.514,0.028,1.660370024,1.660370024
14624,0.514,0.028,1.640048567,1.660370024
14626,0.514,0.028,1.650157454,1.681114875
14710,0.514,0.028,1.660370024,1.640048567
14729,0.514,0.028,1.640048567,1.650157454
14745,0.514,0.028,1.650157454,1.650157454
14823,0.514,0.028,1.670688425,1.681114875
14956,0.514,0.028,1.681114875,1.650157454
15005,0.514,0.028,1.681114875,1.660370024
15019,0.514,0.028,1.660370024,1.650157454
15033,0.514,0.028,1.640048567,1.640048567
15078,0.514,0.028,1.670688425,1.660370024
15096,0.514,0.028,1.670688425,1.650157454
15171,0.514,0.028,1.681114875,1.640048567
15231,0.514,0.028,1.670688425,1.660370024
15240,0.514,0.028,1.660370024,1.650157454
15373,0.514,0.028,1.650157454,1.660370024
15495,0.514,0.028,1.681114875,1.650157454
15525,0.514,0.028,1.660370024,1.670688425
15665,0.514,0.028,1.670688425,1.670688425
15680,0.514,0.028,1.650157454,1.650157454
15758,0.514,0.028,1.640048567,1.681114875
15813,0.514,0.028,1.681114875,1.681114875
15837,0.514,0.028,1.670688425,1.660370024
15849,0.514,0.028,1.660370024,1.650157454
15857,0.514,0.028,1.681114875,1.640048567
15961,0.514,0.028,1.650157454,1.681114875
15991,0.514,0.028,1.681114875,1.670688425
16072,0.514,0.028,1.650157454,1.681114875
16127,0.514,0.028,1.670688425,1.640048567
16152,0.514,0.028,1.650157454,1.650157454
16369,0.514,0.028,1.660370024,1.670688425
16385,0.514,0.028,1.670688425,1.681114875
16399,0.514,0.028,1.681114875,1.681114875
16401,0.514,0.028,1.650157454,1.650157454
16450,0.514,0.028,1.670688425,1.640048567
16474,0.514,0.028,1.660370024,1.640048567
16506,0.514,0.028,1.681114875,1.650157454
16602,0.514,0.028,1.640048567,1.670688425
16674,0.514,0.028,1.650157454,1.670688425
17072,0.514,0.028,1.650157454,1.670688425
17174,0.514,0.028,1.650157454,1.681114875
17224,0.514,0.028,1.670688425,1.660370024
17316,0.514,0.028,1.660370024,1.681114875
17356,0.514,0.028,1.650157454,1.660370024
17366,0.514,0.028,1.681114875,1.670688425
17390,0.514,0.028,1.640048567,1.681114875
17450,0.514,0.028,1.640048567,1.660370024
17511,0.514,0.028,1.650157454,1.681114875
17566,0.514,0.028,1.660370024,1.681114875
17585,0.514,0.028,1.670688425,1.670688425
17609,0.514,0.028,1.670688425,1.640048567
17613,0.514,0.028,1.681114875,1.681114875
17626,0.514,0.028,1.681114875,1.640048567
17635,0.514,0.028,1.681114875,1.660370024
17724,0.514,0.028,1.681114875,1.681114875
17756,0.514,0.028,1.650157454,1.681114875
17830,0.514,0.028,1.681114875,1.660370024
17899,0.514,0.028,1.670688425,1.640048567
17940,0.514,0.028,1.660370024,1.660370024
17945,0.514,0.028,1.640048567,1.681114875
17977,0.514,0.028,1.660370024,1.681114875
18050,0.514,0.028,1.681114875,1.670688425
18072,0.514,0.028,1.650157454,1.650157454
18095,0.514,0.028,1.640048567,1.660370024
18133,0.514,0.028,1.650157454,1.681114875
18138,0.514,0.028,1.640048567,1.681114875
18140,0.514,0.028,1.660370024,1.640048567
18154,0.514,0.028,1.670688425,1.650157454
18361,0.514,0.028,1.681114875,1.650157454
18467,0.514,0.028,1.681114875,1.650157454
18496,0.514,0.028,1.670688425,1.681114875
18499,0.514,0.028,1.650157454,1.681114875
18515,0.514,0.028,1.681114875,1.681114875
18519,0.514,0.028,1.660370024,1.660370024
18612,0.514,0.028,1.650157454,1.660370024
18630,0.514,0.028,1.660370024,1.681114875
18640,0.514,0.028,1.670688425,1.660370024
18810,0.514,0.028,1.670688425,1.640048567
18845,0.514,0.028,1.650157454,1.650157454
18910,0.514,0.028,1.640048567,1.660370024
18974,0.514,0.028,1.670688425,1.670688425
19035,0.514,0.028,1.650157454,1.660370024
19127,0.514,0.028,1.681114875,1.650157454
19135,0.514,0.028,1.670688425,1.670688425
19138,0.514,0.028,1.681114875,1.681114875
19189,0.514,0.028,1.670688425,1.660370024
19195,0.514,0.028,1.670688425,1.650157454
19199,0.514,0.028,1.660370024,1.650157454
19297,0.514,0.028,1.660370024,1.681114875
19355,0.514,0.028,1.640048567,1.650157454
19407,0.514,0.028,1.670688425,1.670688425
19618,0.514,0.028,1.660370024,1.681114875
19708,0.514,0.028,1.681114875,1.681114875
19710,0.514,0.028,1.650157454,1.660370024
19751,0.514,0.028,1.670688425,1.681114875
19760,0.514,0.028,1.681114875,1.670688425
19773,0.514,0.028,1.660370024,1.650157454
19801,0.514,0.028,1.660370024,1.660370024
19858,0.514,0.028,1.650157454,1.681114875
19913,0.514,0.028,1.670688425,1.650157454
19951,0.514,0.028,1.650157454,1.681114875
19967,0.514,0.028,1.660370024,1.660370024
20034,0.514,0.028,1.681114875,1.640048567
20041,0.514,0.028,1.670688425,1.650157454
20068,0.514,0.028,1.640048567,1.650157454
20193,0.514,0.028,1.670688425,1.670688425
20253,0.514,0.028,1.650157454,1.650157454
20306,0.514,0.028,1.640048567,1.650157454
20427,0.514,0.028,1.681114875,1.660370024
20455,0.514,0.028,1.670688425,1.681114875
20542,0.514,0.028,1.660370024,1.681114875
20582,0.514,0.028,1.640048567,1.670688425
20606,0.514,0.028,1.640048567,1.681114875
20699,0.514,0.028,1.640048567,1.681114875
20927,0.514,0.028,1.670688425,1.660370024
20977,0.514,0.028,1.681114875,1.681114875
21018,0.514,0.028,1.670688425,1.640048567
21145,0.514,0.028,1.640048567,1.640048567
21278,0.514,0.028,1.650157454,1.640048567
21311,0.514,0.028,1.640048567,1.670688425
21323,0.514,0.028,1.660370024,1.670688425
21371,0.514,0.028,1.660370024,1.650157454
21466,0.514,0.028,1.640048567,1.670688425
21558,0.514,0.028,1.681114875,1.670688425
21623,0.514,0.028,1.640048567,1.660370024
21636,0.514,0.028,1.660370024,1.670688425
21734,0.514,0.028,1.681114875,1.670688425
21971,0.514,0.028,1.681114875,1.681114875
22037,0.514,0.028,1.681114875,1.640048567
22165,0.514,0.028,1.681114875,1.681114875
22208,0.514,0.028,1.660370024,1.650157454
22304,0.514,0.028,1.640048567,1.660370024
22340,0.514,0.028,1.660370024,1.670688425
22354,0.514,0.028,1.681114875,1.640048567
22417,0.514,0.028,1.670688425,1.670688425
22491,0.514,0.028,1.660370024,1.640048567
22549,0.514,0.028,1.660370024,1.670688425
22578,0.514,0.028,1.670688425,1.650157454
22598,0.514,0.028,1.640048567,1.650157454
22618,0.514,0.028,1.670688425,1.660370024
22667,0.514,0.028,1.660370024,1.640048567
22770,0.514,0.028,1.650157454,1.650157454
22938,0.514,0.028,1.660370024,1.640048567
22952,0.514,0.028,1.650157454,1.660370024
23024,0.514,0.028,1.660370024,1.650157454
23051,0.514,0.028,1.640048567,1.650157454
23060,0.514,0.028,1.650157454,1.670688425
23142,0.514,0.028,1.640048567,1.650157454
23263,0.514,0.028,1.660370024,1.670688425
23272,0.514,0.028,1.681114875,1.681114875
23326,0.514,0.028,1.660370024,1.670688425
23347,0.514,0.028,1.670688425,1.650157454
23427,0.514,0.028,1.670688425,1.670688425
23538,0.514,0.028,1.640048567,1.650157454
23546,0.514,0.028,1.660370024,1.670688425
23691,0.514,0.028,1.640048567,1.640048567
23710,0.514,0.028,1.660370024,1.670688425
23730,0.514,0.028,1.670688425,1.650157454
23745,0.514,0.028,1.640048567,1.640048567
23911,0.514,0.028,1.640048567,1.660370024
23930,0.514,0.028,1.660370024,1.640048567
23991,0.514,0.028,1.640048567,1.660370024
24044,0.514,0.028,1.681114875,1.660370024
24098,0.514,0.028,1.650157454,1.640048567
24206,0.514,0.028,1.660370024,1.681114875
24278,0.514,0.028,1.650157454,1.640048567
24405,0.514,0.028,1.650157454,1.660370024
24410,0.514,0.028,1.660370024,1.681114875
24413,0.514,0.028,1.650157454,1.650157454
24499,0.514,0.028,1.670688425,1.640048567
24505,0.514,0.028,1.670688425,1.640048567
24567,0.514,0.028,1.670688425,1.650157454
24620,0.514,0.028,1.660370024,1.640048567
24638,0.514,0.028,1.640048567,1.681114875
25018,0.514,0.028,1.660370024,1.670688425
25071,0.514,0.028,1.670688425,1.650157454
25170,0.514,0.028,1.640048567,1.670688425
25178,0.514,0.028,1.660370024,1.670688425
25352,0.514,0.028,1.640048567,1.681114875
25382,0.514,0.028,1.660370024,1.650157454
25403,0.514,0.028,1.681114875,1.670688425
25408,0.514,0.028,1.670688425,1.681114875
25485,0.514,0.028,1.650157454,1.640048567
25828,0.514,0.028,1.640048567,1.660370024
25838,0.514,0.028,1.681114875,1.660370024
25974,0.514,0.028,1.660370024,1.670688425
26012,0.514,0.028,1.681114875,1.650157454
26030,0.514,0.028,1.660370024,1.660370024
26058,0.514,0.028,1.681114875,1.650157454
26068,0.514,0.028,1.681114875,1.650157454
26191,0.514,0.028,1.670688425,1.660370024
26228,0.514,0.028,1.650157454,1.681114875
26275,0.514,0.028,1.650157454,1.650157454
26299,0.514,0.028,1.650157454,1.670688425
26328,0.514,0.028,1.650157454,1.640048567
26447,0.514,0.028,1.660370024,1.681114875
26471,0.514,0.028,1.640048567,1.670688425
26548,0.514,0.028,1.660370024,1.681114875
26614,0.514,0.028,1.681114875,1.640048567
26659,0.514,0.028,1.670688425,1.650157454
26677,0.514,0.028,1.681114875,1.670688425
26715,0.514,0.028,1.650157454,1.640048567
26742,0.514,0.028,1.640048567,1.650157454
26967,0.514,0.028,1.650157454,1.650157454
27095,0.514,0.028,1.681114875,1.640048567
27222,0.514,0.028,1.650157454,1.681114875
27286,0.514,0.028,1.670688425,1.640048567
27367,0.514,0.028,1.660370024,1.681114875
27441,0.514,0.028,1.681114875,1.650157454
27490,0.514,0.028,1.660370024,1.660370024
27629,0.514,0.028,1.681114875,1.670688425
27656,0.514,0.028,1.681114875,1.681114875
27745,0.514,0.028,1.681114875,1.650157454
27778,0.514,0.028,1.650157454,1.650157454
27877,0.514,0.028,1.681114875,1.660370024
28089,0.514,0.028,1.660370024,1.670688425
28118,0.514,0.028,1.650157454,1.640048567
28143,0.514,0.028,1.681114875,1.660370024
28168,0.514,0.028,1.670688425,1.650157454
28237,0.514,0.028,1.681114875,1.650157454
28288,0.514,0.028,1.660370024,1.681114875
28305,0.514,0.028,1.650157454,1.650157454
28392,0.514,0.028,1.650157454,1.660370024
28414,0.514,0.028,1.660370024,1.640048567
28507,0.514,0.028,1.650157454,1.670688425
28535,0.514,0.028,1.670688425,1.681114875
28546,0.514,0.028,1.660370024,1.660370024
28627,0.514,0.028,1.681114875,1.650157454
28635,0.514,0.028,1.640048567,1.660370024
28920,0.514,0.028,1.670688425,1.640048567
28966,0.514,0.028,1.660370024,1.660370024
28974,0.514,0.028,1.660370024,1.670688425
28998,0.514,0.028,1.650157454,1.670688425
29096,0.514,0.028,1.650157454,1.640048567
29342,0.514,0.028,1.650157454,1.670688425
29401,0.514,0.028,1.660370024,1.670688425
29409,0.514,0.028,1.640048567,1.681114875
29416,0.514,0.028,1.681114875,1.681114875
29428,0.514,0.028,1.681114875,1.660370024
29476,0.514,0.028,1.670688425,1.640048567
29506,0.514,0.028,1.670688425,1.660370024
29575,0.514,0.028,1.670688425,1.681114875
29614,0.514,0.028,1.660370024,1.660370024
29652,0.514,0.028,1.660370024,1.640048567
29810,0.514,0.028,1.650157454,1.681114875
29951,0.514,0.028,1.670688425,1.660370024
29964,0.514,0.028,1.650157454,1.650157454
29996,0.514,0.028,1.681114875,1.650157454
29997,0.514,0.028,1.681114875,1.670688425
30041,0.514,0.028,1.681114875,1.670688425
30074,0.514,0.028,1.670688425,1.670688425
30199,0.514,0.028,1.650157454,1.681114875
30207,0.514,0.028,1.640048567,1.650157454
30223,0.514,0.028,1.670688425,1.670688425
30293,0.514,0.028,1.650157454,1.681114875
30295,0.514,0.028,1.660370024,1.640048567
30472,0.514,0.028,1.660370024,1.660370024
30536,0.514,0.028,1.670688425,1.640048567
30625,0.514,0.028,1.660370024,1.640048567
30654,0.514,0.028,1.681114875,1.681114875
30709,0.514,0.028,1.650157454,1.640048567
30760,0.514,0.028,1.681114875,1.670688425
30825,0.514,0.028,1.650157454,1.670688425
30912,0.514,0.028,1.650157454,1.640048567
30943,0.514,0.028,1.640048567,1.660370024
31104,0.514,0.028,1.670688425,1.650157454
31348,0.514,0.028,1.650157454,1.681114875
31439,0.514,0.028,1.650157454,1.681114875
31500,0.514,0.028,1.660370024,1.660370024
31529,0.514,0.028,1.660370024,1.640048567
31698,0.514,0.028,1.660370024,1.660370024
31856,0.514,0.028,1.681114875,1.660370024
31905,0.514,0.028,1.681114875,1.660370024
31957,0.514,0.028,1.681114875,1.670688425
32138,0.514,0.028,1.640048567,1.681114875
32153,0.514,0.028,1.670688425,1.681114875
32223,0.514,0.028,1.660370024,1.640048567
32234,0.514,0.028,1.650157454,1.681114875
32266,0.514,0.028,1.650157454,1.650157454
32282,0.514,0.028,1.650157454,1.660370024
32311,0.514,0.028,1.681114875,1.650157454
32436,0.514,0.028,1.660370024,1.670688425
32472,0.514,0.028,1.640048567,1.670688425
32489,0.514,0.028,1.660370024,1.681114875
32494,0.514,0.028,1.640048567,1.670688425
32559,0.514,0.028,1.660370024,1.681114875
32699,0.514,0.028,1.660370024,1.650157454
32741,0.514,0.028,1.640048567,1.681114875
32748,0.514,0.028,1.640048567,1.670688425
32798,0.514,0.028,1.640048567,1.670688425
32827,0.514,0.028,1.640048567,1.650157454
32893,0.514,0.028,1.640048567,1.640048567
32911,0.514,0.028,1.650157454,1.650157454
32961,0.514,0.028,1.660370024,1.640048567
33074,0.514,0.028,1.681114875,1.650157454
33101,0.514,0.028,1.681114875,1.650157454
33112,0.514,0.028,1.681114875,1.650157454
33294,0.514,0.028,1.681114875,1.660370024
33436,0.514,0.028,1.681114875,1.660370024
33484,0.514,0.028,1.640048567,1.660370024
33602,0.514,0.028,1.681114875,1.681114875
33835,0.514,0.028,1.660370024,1.670688425
33841,0.514,0.028,1.670688425,1.681114875
33902,0.514,0.028,1.640048567,1.681114875
33989,0.514,0.028,1.640048567,1.640048567
34006,0.514,0.028,1.670688425,1.640048567
34009,0.514,0.028,1.650157454,1.681114875
34085,0.514,0.028,1.650157454,1.640048567
34143,0.514,0.028,1.650157454,1.640048567
34228,0.514,0.028,1.670688425,1.681114875
34251,0.514,0.028,1.660370024,1.660370024
34469,0.514,0.028,1.681114875,1.640048567
34478,0.514,0.028,1.681114875,1.640048567
34567,0.514,0.028,1.660370024,1.650157454
34582,0.514,0.028,1.650157454,1.640048567
34637,0.514,0.028,1.681114875,1.660370024
34749,0.514,0.028,1.660370024,1.660370024
34797,0.514,0.028,1.640048567,1.670688425
34819,0.514,0.028,1.670688425,1.660370024
34844,0.514,0.028,1.670688425,1.670688425
34861,0.514,0.028,1.660370024,1.650157454
34949,0.514,0.028,1.670688425,1.670688425
35089,0.514,0.028,1.640048567,1.660370024
35150,0.514,0.028,1.660370024,1.681114875
35161,0.514,0.028,1.640048567,1.640048567
35196,0.514,0.028,1.640048567,1.681114875
35218,0.514,0.028,1.670688425,1.681114875
35277,0.514,0.028,1.681114875,1.650157454
35283,0.514,0.028,1.650157454,1.650157454
35301,0.514,0.028,1.650157454,1.640048567
35381,0.514,0.028,1.650157454,1.650157454
35434,0.514,0.028,1.640048567,1.681114875
35447,0.514,0.028,1.681114875,1.681114875
35648,0.514,0.028,1.670688425,1.640048567
35728,0.514,0.028,1.660370024,1.681114875
35773,0.514,0.028,1.640048567,1.670688425
35779,0.514,0.028,1.660370024,1.660370024
35817,0.514,0.028,1.660370024,1.650157454
35958,0.514,0.028,1.640048567,1.660370024
36072,0.514,0.028,1.660370024,1.670688425
36075,0.514,0.028,1.650157454,1.670688425
36109,0.514,0.028,1.670688425,1.640048567
36136,0.514,0.028,1.681114875,1.670688425
36137,0.514,0.028,1.660370024,1.650157454
36181,0.514,0.028,1.640048567,1.660370024
36234,0.514,0.028,1.681114875,1.670688425
36238,0.514,0.028,1.670688425,1.670688425
36377,0.514,0.028,1.640048567,1.650157454
36722,0.514,0.028,1.670688425,1.681114875
36799,0.514,0.028,1.640048567,1.640048567
36813,0.514,0.028,1.640048567,1.650157454
36822,0.514,0.028,1.670688425,1.681114875
36947,0.514,0.028,1.681114875,1.660370024
37108,0.514,0.028,1.660370024,1.670688425
37156,0.514,0.028,1.681114875,1.640048567
37183,0.514,0.028,1.660370024,1.650157454
37203,0.514,0.028,1.670688425,1.640048567
37271,0.514,0.028,1.670688425,1.650157454
37289,0.514,0.028,1.681114875,1.650157454
37344,0.514,0.028,1.650157454,1.640048567
37400,0.514,0.028,1.670688425,1.681114875
37477,0.514,0.028,1.660370024,1.670688425
37489,0.514,0.028,1.650157454,1.670688425
37535,0.514,0.028,1.640048567,1.640048567
37546,0.514,0.028,1.640048567,1.660370024
